timestamp,enlace,potencia_dbm,trafego_mbps,estado
2026-03-01 00:00:00,OLT-CENTRO-01,-20.43,318.9,UP
2026-03-01 00:00:00,OLT-NORTE-02,-21.74,202.2,UP
2026-03-01 00:00:00,OLT-SUL-03,-21.93,211.9,UP
2026-03-01 00:00:00,OLT-LESTE-04,-23.12,136.2,UP
2026-03-01 00:00:00,OLT-OESTE-05,-19.67,183.1,UP
2026-03-01 01:00:00,OLT-CENTRO-01,-20.49,208.8,UP
2026-03-01 01:00:00,OLT-NORTE-02,-21.85,141.8,UP
2026-03-01 01:00:00,OLT-SUL-03,-22.17,172.5,UP
2026-03-01 01:00:00,OLT-LESTE-04,-23.39,114.2,UP
2026-03-01 01:00:00,OLT-OESTE-05,-19.39,123.7,UP
2026-03-01 02:00:00,OLT-CENTRO-01,-20.22,172.6,UP
2026-03-01 02:00:00,OLT-NORTE-02,-21.95,117.3,UP
2026-03-01 02:00:00,OLT-SUL-03,-22.04,112.0,UP
2026-03-01 02:00:00,OLT-LESTE-04,-23.39,78.6,UP
2026-03-01 02:00:00,OLT-OESTE-05,-19.72,93.6,UP
2026-03-01 03:00:00,OLT-CENTRO-01,-20.49,115.0,UP
2026-03-01 03:00:00,OLT-NORTE-02,-21.97,74.9,UP
2026-03-01 03:00:00,OLT-SUL-03,-21.76,98.7,UP
2026-03-01 03:00:00,OLT-LESTE-04,-23.58,62.9,UP
2026-03-01 03:00:00,OLT-OESTE-05,-19.41,70.2,UP
2026-03-01 04:00:00,OLT-CENTRO-01,-20.41,108.3,UP
2026-03-01 04:00:00,OLT-NORTE-02,-21.8,66.5,UP
2026-03-01 04:00:00,OLT-SUL-03,-22.09,73.8,UP
2026-03-01 04:00:00,OLT-LESTE-04,-23.63,50.8,UP
2026-03-01 04:00:00,OLT-OESTE-05,-19.56,58.1,UP
2026-03-01 05:00:00,OLT-CENTRO-01,-20.72,110.7,UP
2026-03-01 05:00:00,OLT-NORTE-02,-21.95,82.8,UP
2026-03-01 05:00:00,OLT-SUL-03,-22.28,93.8,UP
2026-03-01 05:00:00,OLT-LESTE-04,-23.6,57.6,UP
2026-03-01 05:00:00,OLT-OESTE-05,-19.67,63.8,UP
2026-03-01 06:00:00,OLT-CENTRO-01,-20.47,174.4,UP
2026-03-01 06:00:00,OLT-NORTE-02,-21.71,116.4,UP
2026-03-01 06:00:00,OLT-SUL-03,-21.71,128.4,UP
2026-03-01 06:00:00,OLT-LESTE-04,-23.33,88.5,UP
2026-03-01 06:00:00,OLT-OESTE-05,-19.55,103.7,UP
2026-03-01 07:00:00,OLT-CENTRO-01,-20.36,251.1,UP
2026-03-01 07:00:00,OLT-NORTE-02,-21.94,167.9,UP
2026-03-01 07:00:00,OLT-SUL-03,-22.06,192.0,UP
2026-03-01 07:00:00,OLT-LESTE-04,-23.55,133.8,UP
2026-03-01 07:00:00,OLT-OESTE-05,-19.74,157.4,UP
2026-03-01 08:00:00,OLT-CENTRO-01,-20.27,348.0,UP
2026-03-01 08:00:00,OLT-NORTE-02,-21.96,260.8,UP
2026-03-01 08:00:00,OLT-SUL-03,-22.03,289.6,UP
2026-03-01 08:00:00,OLT-LESTE-04,-23.23,161.4,UP
2026-03-01 08:00:00,OLT-OESTE-05,-19.3,208.0,UP
2026-03-01 09:00:00,OLT-CENTRO-01,-20.55,393.7,UP
2026-03-01 09:00:00,OLT-NORTE-02,-21.93,278.9,UP
2026-03-01 09:00:00,OLT-SUL-03,-21.86,298.2,UP
2026-03-01 09:00:00,OLT-LESTE-04,-23.26,174.6,UP
2026-03-01 09:00:00,OLT-OESTE-05,-19.47,216.7,UP
2026-03-01 10:00:00,OLT-CENTRO-01,-20.29,419.2,UP
2026-03-01 10:00:00,OLT-NORTE-02,-21.54,304.4,UP
2026-03-01 10:00:00,OLT-SUL-03,-22.24,307.5,UP
2026-03-01 10:00:00,OLT-LESTE-04,-23.35,195.7,UP
2026-03-01 10:00:00,OLT-OESTE-05,-19.73,238.4,UP
2026-03-01 11:00:00,OLT-CENTRO-01,-20.38,501.1,UP
2026-03-01 11:00:00,OLT-NORTE-02,-21.89,313.8,UP
2026-03-01 11:00:00,OLT-SUL-03,-21.85,338.5,UP
2026-03-01 11:00:00,OLT-LESTE-04,-23.49,251.9,UP
2026-03-01 11:00:00,OLT-OESTE-05,-19.72,249.5,UP
2026-03-01 12:00:00,OLT-CENTRO-01,-20.44,541.1,UP
2026-03-01 12:00:00,OLT-NORTE-02,-21.7,341.8,UP
2026-03-01 12:00:00,OLT-SUL-03,-21.86,377.9,UP
2026-03-01 12:00:00,OLT-LESTE-04,-23.2,233.1,UP
2026-03-01 12:00:00,OLT-OESTE-05,-19.77,268.0,UP
2026-03-01 13:00:00,OLT-CENTRO-01,-20.44,468.8,UP
2026-03-01 13:00:00,OLT-NORTE-02,-22.01,334.6,UP
2026-03-01 13:00:00,OLT-SUL-03,-22.0,343.1,UP
2026-03-01 13:00:00,OLT-LESTE-04,-23.16,208.5,UP
2026-03-01 13:00:00,OLT-OESTE-05,-19.68,296.9,UP
2026-03-01 14:00:00,OLT-CENTRO-01,-20.41,503.8,UP
2026-03-01 14:00:00,OLT-NORTE-02,-21.64,350.1,UP
2026-03-01 14:00:00,OLT-SUL-03,-21.94,392.7,UP
2026-03-01 14:00:00,OLT-LESTE-04,-23.34,228.0,UP
2026-03-01 14:00:00,OLT-OESTE-05,-19.4,296.5,UP
2026-03-01 15:00:00,OLT-CENTRO-01,-20.53,563.7,UP
2026-03-01 15:00:00,OLT-NORTE-02,-21.78,324.0,UP
2026-03-01 15:00:00,OLT-SUL-03,-22.3,394.0,UP
2026-03-01 15:00:00,OLT-LESTE-04,-23.29,240.1,UP
2026-03-01 15:00:00,OLT-OESTE-05,-19.44,277.7,UP
2026-03-01 16:00:00,OLT-CENTRO-01,-20.25,611.4,UP
2026-03-01 16:00:00,OLT-NORTE-02,-21.81,378.0,UP
2026-03-01 16:00:00,OLT-SUL-03,-21.81,437.7,UP
2026-03-01 16:00:00,OLT-LESTE-04,-23.51,279.2,UP
2026-03-01 16:00:00,OLT-OESTE-05,-19.63,329.5,UP
2026-03-01 17:00:00,OLT-CENTRO-01,-20.32,618.9,UP
2026-03-01 17:00:00,OLT-NORTE-02,-21.81,385.2,UP
2026-03-01 17:00:00,OLT-SUL-03,-22.11,430.9,UP
2026-03-01 17:00:00,OLT-LESTE-04,-23.59,278.9,UP
2026-03-01 17:00:00,OLT-OESTE-05,-19.69,340.0,UP
2026-03-01 18:00:00,OLT-CENTRO-01,-20.42,712.5,UP
2026-03-01 18:00:00,OLT-NORTE-02,-21.84,502.0,UP
2026-03-01 18:00:00,OLT-SUL-03,-21.98,536.0,UP
2026-03-01 18:00:00,OLT-LESTE-04,-23.3,351.2,UP
2026-03-01 18:00:00,OLT-OESTE-05,-19.66,408.4,UP
2026-03-01 19:00:00,OLT-CENTRO-01,-20.43,810.8,UP
2026-03-01 19:00:00,OLT-NORTE-02,-21.79,576.2,UP
2026-03-01 19:00:00,OLT-SUL-03,-21.71,624.1,UP
2026-03-01 19:00:00,OLT-LESTE-04,-23.23,385.3,UP
2026-03-01 19:00:00,OLT-OESTE-05,-19.4,486.5,UP
2026-03-01 20:00:00,OLT-CENTRO-01,-20.61,886.9,UP
2026-03-01 20:00:00,OLT-NORTE-02,-22.01,544.8,UP
2026-03-01 20:00:00,OLT-SUL-03,-22.26,685.7,UP
2026-03-01 20:00:00,OLT-LESTE-04,-23.3,369.1,UP
2026-03-01 20:00:00,OLT-OESTE-05,-19.54,522.9,UP
2026-03-01 21:00:00,OLT-CENTRO-01,-20.4,887.9,UP
2026-03-01 21:00:00,OLT-NORTE-02,-22.04,580.9,UP
2026-03-01 21:00:00,OLT-SUL-03,-21.89,715.4,UP
2026-03-01 21:00:00,OLT-LESTE-04,-23.41,418.6,UP
2026-03-01 21:00:00,OLT-OESTE-05,-19.7,470.2,UP
2026-03-01 22:00:00,OLT-CENTRO-01,-20.45,756.9,UP
2026-03-01 22:00:00,OLT-NORTE-02,-22.06,513.2,UP
2026-03-01 22:00:00,OLT-SUL-03,-22.15,573.4,UP
2026-03-01 22:00:00,OLT-LESTE-04,-23.48,323.3,UP
2026-03-01 22:00:00,OLT-OESTE-05,-19.8,392.6,UP
2026-03-01 23:00:00,OLT-CENTRO-01,-20.76,488.9,UP
2026-03-01 23:00:00,OLT-NORTE-02,-21.99,349.3,UP
2026-03-01 23:00:00,OLT-SUL-03,-21.72,410.7,UP
2026-03-01 23:00:00,OLT-LESTE-04,-23.54,252.8,UP
2026-03-01 23:00:00,OLT-OESTE-05,-19.83,307.2,UP
2026-03-02 00:00:00,OLT-CENTRO-01,-20.7,292.3,UP
2026-03-02 00:00:00,OLT-NORTE-02,-21.96,203.8,UP
2026-03-02 00:00:00,OLT-SUL-03,-22.33,205.2,UP
2026-03-02 00:00:00,OLT-LESTE-04,-23.2,136.0,UP
2026-03-02 00:00:00,OLT-OESTE-05,-19.86,161.2,UP
2026-03-02 01:00:00,OLT-CENTRO-01,-20.2,204.4,UP
2026-03-02 01:00:00,OLT-NORTE-02,-21.53,136.4,UP
2026-03-02 01:00:00,OLT-SUL-03,-22.44,149.9,UP
2026-03-02 01:00:00,OLT-LESTE-04,-23.67,102.0,UP
2026-03-02 01:00:00,OLT-OESTE-05,-19.74,112.7,UP
2026-03-02 02:00:00,OLT-CENTRO-01,-20.59,153.3,UP
2026-03-02 02:00:00,OLT-NORTE-02,-21.66,95.6,UP
2026-03-02 02:00:00,OLT-SUL-03,-22.25,100.1,UP
2026-03-02 02:00:00,OLT-LESTE-04,-23.41,75.0,UP
2026-03-02 02:00:00,OLT-OESTE-05,-19.59,81.2,UP
